,title,specs
152,Giorgio Milano White Textured Dial Interchangeable Black Iced Croco-Embossed Leather Strap Watch,"{'finish': 'Polished', 'case': 'Round', 'warranty': ""Manufacturer's 3-year limited"", 'packaging': 'Boxed', 'bezel': 'Polished', 'movement_type': 'Quartz', 'metal_color': 'Silvertone'}"
153,"48"" x 36"" x 43-1/2"" Gray Steel Little Giant® Fixed Vertical Sheet Rack","{'finish': 'Powder Coat', 'color': 'Gray'}"
154,"48"" x 36"" x 43-1/2"" Gray Steel Little Giant® Fixed Vertical Sheet Rack","{'finish': 'Powder Coat', 'color': 'Gray'}"
155,"Pentel EnerGel X Retractable Gel Rollerball Pen, Fine Point, Red, 12ct","{'pocket_clip': 'Yes', 'ink_type': 'Gel'}"
156,Hitachi Hitachi - CP-WU8451 - Hitachi CP-WU8451 LCD Projector - 1080p - HDTV - 16:10 - Front - 330 W - 2500 Hour Normal Mode -,"{'graphic_mode': 'WUXGA', 'usb': 'Yes', 'hdmi': 'Yes', 'software_included': 'Drivers & Utilities', 'video_signal_standard': 'HDTV', 'contrast_ratio': '3000:1'}"
157,"Crossfire II 6 - 18x44mm AO Riflescope, DEAD-HOLD BDC 875874004405","{'binding': 'Sports', 'productgroup': 'Sports', 'color': 'Black'}"
158,"Plate Caster, Kingpinless Swivel, Poly, 6 in, 3200 lb, A","{'frame_finish': ': Enamel', 'number_of_wheels': ': 1', 'item': ': Plate Caster', 'standards': ': ICWM'}"
159,Nikon Monarch 10x 42mm 351 ft @ 1000 yds FOV 16.4mm Eye Relief Black,"{'department': 'Optics › Binoculars', 'finish': 'Black', 'objective': '42mm', 'proofs': 'Water Proof | Fog Proof', 'magnification': '10x', 'color': 'Blk'}"
160,"HDD External 2.5"" 1TB USB 3.0 Western Digital Elements Porta","{'interface': 'USB 3.0', 'power_source': 'USB bus'}"
161,WubbaNub Oatmeal Bunny Pacifier - Mary Meyer Limited Edition,"{'size': 'No', 'care_instructions': 'No'}"
162,3 Pole 45 Amp AC Motor Starter nema 2 120 VAC Square D 8536SDH1V02H20S,"{'ships_to': 'US,', 'free_shipping': ', 30-Day Returns,'}"
163,2009 Hyundai Accent 1.60 AT AC CD PWLM CC KE - Winnipeg,"{'blue': 'Gasoline', 'status': 'Stock Number', 'transmission': 'Doors', 'automatic': '2'}"
164,"GE Add-On Rocker Switch for GE Z-Wave Light, Fan and Dimmer Switches","{'colorfinish_family': 'White', 'collection_name': 'N/A'}"
165,"Mystic Cay 24"" Bar Stool by Avalon Furniture","{'swivel': 'No', 'frame_material': 'Wood', 'product_information': '10+ in Stock', 'wood_construction_type': 'Other', 'wood_species': 'Pine', 'seat_material': 'Faux leather', 'assembly_required': 'Yes', 'distressed': 'Yes', 'commercial_or_residential_certifications': 'Yes', 'upholstery_material': 'Polyester/Polyester blend', 'number_of_items_included': '2', 'adjustable_height': 'No'}"
166,Audio-Technica ATH-M50x Professional Studio Monitor Black Headphones With FiiO E6 Portable Headphone Amplifier,"{'free_shipping': 'Yes', 'features': 'No'}"
167,Messermeister Meridian Elite kitchen knife,{'warranty': 'Lifetime'}
168,BIG Rutsche Baby Slide,"{'product_group': 'Toy', 'package_quantity': '1', 'binding': 'Toy'}"
169,3/4 in. D x 3 ft. H x 6 ft. W Natural Bamboo Fence,"{'package_quantity': '1', 'color_family': 'Tan'}"
170,3700 Series 48 in. 13 Door High Unit Gold Private Front Loading 4C Horizontal Mailbox with 6 MB1 Doors/1 PL5,"{'number_of_compartments': '6', 'security': 'Locking', 'hardware_finish_family': 'Gold', 'assembly_required': 'Yes', 'color_family': 'Yellows / Golds', 'mount_type': 'Wall Mount', 'us_postmaster_general_approved': 'No', 'color': 'Gold'}"
171,Power2000 4 AAA Nickel Metal Hydride (NiMH) 1000mAh Rechargeable Batteries with 110/220V Rapid Battery Charger,"{'free_shipping': 'Yes', 'features': 'No', 'specifications': 'No'}"
172,Power2000 4 AAA Nickel Metal Hydride (NiMH) 1000mAh Rechargeable Batteries with 110/220V Rapid Battery Charger,"{'free_shipping': 'Yes', 'features': 'No', 'specifications': 'No'}"
173,Coming Back Stronger: Unleashing the Hidden Power of Adversity,{'format': 'Hardcover'}
174,Trademark Innovations Portable Folding Sports Bench,{'color': 'Black'}
175,Siig SoundWave 5.1 PCI,{'green_compliance_certificateauthority': 'RoHS'}
176,Climate Concepts Girls' Faux Fur Coat,"{'height': 'Chest', '6x': '47 – 48½', 'waist': 'Hip'}"
177,Climate Concepts Girls' Faux Fur Coat,"{'height': 'Chest', '6x': '47 – 48½', 'waist': 'Hip'}"
178,Climate Concepts Girls' Faux Fur Coat,"{'height': 'Chest', '6x': '47 – 48½', 'waist': 'Hip'}"
179,Climate Concepts Girls' Faux Fur Coat,"{'height': 'Chest', '6x': '47 – 48½', 'waist': 'Hip'}"
180,11 oz. Black Vinyl Spray Paint (6-Pack),"{'package_quantity': '6', 'paintstain_clean_up': 'Mineral Spirits', 'sheen': 'Semi-Gloss', 'coating_product_category': 'Paint', 'paintstain_key_features': 'No additional features', 'dry_to_touch_min': '10', 'container_size': '11 OZ-Ounce', 'colorfinish': 'Black'}"
181,Invicta Men's Excursion Chronograph Quartz 200m Stainless Steel Watch 11000,"{'band_material': 'Stainless Steel', 'watch_shape': 'Round', 'platform': 'eBay US', 'display': 'Analog', 'movement': 'Quartz (Battery)', 'case_color': 'Silver', 'case_material': 'Stainless Steel'}"
182,Bennington Mini Bowl,{'color': 'White'}
183,2014 LAND ROVER EVOQUE 2.0T Si4 DYNAMIC,"{'year_register': '-', 'locations': 'Kuala Lumpur', 'engine': '2000cc', 'year': '2014', 'transmission': 'Automatic', 'mileage': '15,000 - 20,999km', 'color': 'White'}"
184,Sweater,{'casual_pants': 'Casual pants'}
185,Halo 0428 DECAL SKIN PROTECTIVE STICKER for SONY PS4 CONSOLE CONTROLL,{'quantity': '1 Piece'}
186,Replacement for Dell PDA Battery (3.7 V 4 Wh Silver 1100 mAh 1 cell Li-ion),"{'cell_material': 'Li-ion', 'colour': 'Silver', 'no_of_cell': '1'}"
187,Disney Frozen Toddler Bed by Delta Children,"{'product_care': 'Wipe clean with a damp cloth', 'finish': 'Pink', 'assembly_required': 'Yes', 'wood_construction_type': 'Other', 'commercial_or_residential_certifications': 'Yes', 'product_information': '30+ in Stock', 'number_of_items_included': '1'}"
188,Pine Cones and Frosted Berries Christmas Wreath,{'colour': 'Green'}
189,Foxfire: A play based on materials from the Foxfire books,{'paperback': '104 pages'}
190,Next Generation SOA: A Concise Introduction to Service Technology & Service-Orientation,"{'pages': '208', 'edition': '1st eBook (Watermarked)'}"
191,Fujifilm A920 Specifications,"{'bulb_mode': 'No', 'built-in_wi-fi': 'No', 'nfc': 'No', 'digital_zoom': 'Yes', 'waterproof': 'No', 'battery_form_factor': '2 x AA', 'remote_control': 'No', 'full_manual_exposure': 'No', 'viewfinder': 'LCD', 'camera_format': 'Compact', 'aperture_priority': 'No', 'auto_focus_assist_light': 'No', 'external_connections': 'USB 2.0 Full (LOW) Speed', 'zoom_ratio': '4.00x', 'pictbridge_compliant': 'No', 'ntscpal_switchable_video': 'Yes', 'microphone_jack': 'No', 'lens_mount': 'n/a', 'self_timer': '2 or 10 seconds', 'composite_video_out': 'Yes', 'thread_type': 'n/a', 'shutter_priority': 'No', 'self-cleaning': 'No', 'optical_image_stabilization': 'No', 'manual_focus': 'No', 'included_memory_type': 'built-in memory', 'touchscreen': 'No', 'eye-level_viewfinder': 'No', 'aspect_ratio': '4:3, 3:2', 'headphone_jack': 'No', 'raw_capture_support': 'No', 'bluetooth': 'No'}"
192,"MABIS® Straight-Type Stethoscope Identification Tag, 1 1/2', Black Item # 209402","{'color': 'black', 'quantity': '1'}"
193,Deflecto SuperMat CM14233 Chair Mat,{'applicationusage': 'Carpeted Floor'}
194,Skoda Fabia 1.2 12v SE 5dr (2015),"{'technical': 'Emissions132 (g/km)', 'interior': 'Seats5', 'previous_owners': '1', 'fuel': 'TypePetrol, Economy49.6 mpg'}"
195,"Lenovo Thinkpad T420 i5 2520m 2.5GHz, 4GB Ram, 320GB HDD, Windows 10 Pro","{'hard_drive_type': 'SATA', 'memory_type': 'DDR3'}"
196,HP Ink Gloss 60in x 100ft Roll Photo paper (Q8919A) - New & Original,"{'paper_finish': 'Glossy', 'type': 'Photo Paper', 'global_product_type': 'Paper-Photo Print Roll', 'machine_compatibility': 'Inkjet Printers'}"
197,"Gartner Studios® Clipboard With Notepad And Pen, 6' x 9', 1 Subject, 160 Pages (80 Sheets), 'Things To Do' OfficeMax # 25054501","{'double-sided_printing': 'no', 'number_of_holes_punched': '0', 'number_of_sheets_per_pad': '80', 'acid_free': 'yes', 'paper_ruling': 'narrow', 'perforated': 'yes', 'quantity': '1'}"
198,2013 Hyundai Sonata SE AUTO LEATHER ROOF ALLOYS - Mississauga,"{'blue': 'Unknown', 'status': 'Stock Number', 'transmission': 'Doors', 'automatic': '---'}"
199,Apple iPhone 5S 32GB Black - AT&T T-Mobile Unlocked GSM 7318164,"{'camera': '8.0MP', 'color': 'Black', 'cosmetic_condition': 'B Condition', 'contract': 'Without Contract', 'operating_system': 'iOS', 'model': 'iPhone 5S', 'original_carrier': 'AT&T', 'carrier': 'Unlocked'}"
200,Microsoft Visio 2016 Professional - Box Pack - 1 PC (d87-07120),"{'platform_supported': 'PC', 'license_type': 'Box Pack', 'product_type': 'Software'}"
201,Details about PAW PATROL TAPERED CEILING LIGHT SHADE KIDS BEDROOM OFFICIAL NEW FREE P+P,{'room': 'Bedroom'}
202,Realistic Oral 3D Deep Throat with Tongue Teeth Maiden Artificial Vagina Male Masturbators Pocket Pussy Oral Sex Toys for Men,{'unit_type': 'piece Package'}
203,BMW 6 Series 3.0 640d M Sport 2dr (2013),"{'technical': 'Emissions145 (g/km)', 'interior': 'Seats4', 'previous_owners': '1', 'fuel': 'TypeDiesel, Economy51.4 mpg', 'exterior': 'Doors2, ColourRed, Body typeCoupe'}"
204,2-3/4 in. x 1-3/4 in. Antique Brass Door Reinforcer,{'commercialresidential': 'Residential'}
205,Greenlee 1927-SS Pro Stainless Combination Tool With Spring,"{'construction': 'Stainless Steel', 'color': 'Black'}"
206,Amscan P12918 Pink Flamingo Pinatas Toy,"{'free_shipping': ', 30-Day Returns', 'ships_to': 'GB,', 'location': 'GB,'}"
207,Bomber,{'measurements': 'Length 21.84 inches'}
208,"Lorell Utility Table Top - Rectangle Top - 48"" Table Top Length x 24"" Table Top Width x 1""","{'base_included': 'No', 'http': '//www.lorellfurniture.com'}"
209,Hot Rod Socks,"{'thickness': 'Thin', 'type': 'Standard'}"
210,"Boston Gear HLSK-R Series Spiral Miter Gear, 1:1 Ratio, 20 Degree Pressure Angle, 35 Degree Spiral Angle, Keyway, Steel with Hardened Teeth, Right Hand",{'measurement_system': 'Inch'}
211,"Come Home, Angus (School And Library) (Patrick Downes)","{'age_range': '4-8 years', 'number_of_pages': '1'}"
212,"HP EliteBook 1040 G3 - 14"" - Core i5 6300U - 8 GB RAM - 256 GB SSD","{'power': '45 W Smart AC adapter', 'edition': 'Windows 10 Pro , Windows 7 Professional', 'technology': 'DDR4 SDRAM', 'interface_type': 'PCI Express Mini Card (M.2)', 'processor_type': 'Core i5', 'packaged_quantity': '1', 'energy_star_qualified': 'Yes', 'graphics': 'Intel® HD Graphics 520', 'family': 'Windows 10 , Windows 7', 'platform': 'Windows', 'included_accessories': 'Power adapter', 'case_material': 'Aluminum', 'product_line': 'HP EliteBook', 'storage_type': 'SSD', 'qty': '2', 'color_category': 'Silver', 'max_turbo_speed': '3 GHz', 'color': 'Silver', 'image_aspect_ratio': '16:9', 'keyboard': 'Spill-resistant backlit keyboard and drain', 'chipset': 'Chipset is integrated with processor', 'drive_type': 'No optical drive', 'memory_specification_compliance': 'PC4-17000', 'compatibility': 'PC', 'number_of_cores': 'Dual-Core', 'support_details_full_contract_period': '3 years', 'backlight': 'Yes'}"
213,2017 Cadillac XT5 Premium Luxury(859) 354-4434,"{'rear_defogger': 'Remote window operation', 'engine': '3.6L V6', 'compass': 'External temperature display', 'transmission': 'Automatic 8-Speed', 'tachometer': 'Trip computer'}"
214,southeasttexas.com - Autos,"{'transmission': 'automatic', 'color': 'gray'}"
215,TEAC TASCAM DIGITAL POCKETSTUDIO 8 track digital multitrack recorder DP-008EX DP-008EX,{'binding': 'Electronics'}
216,TEAC TASCAM DIGITAL POCKETSTUDIO 8 track digital multitrack recorder DP-008EX DP-008EX,{'binding': 'Electronics'}
217,TEAC TASCAM DIGITAL POCKETSTUDIO 8 track digital multitrack recorder DP-008EX DP-008EX,{'binding': 'Electronics'}
218,APC APC Smart-UPS RT 3000VA Tower/Rack-mountable UPS,"{'product_line': 'Smart-UPS', 'form_factor': 'Tower/Rack Mountable', 'product_type': 'Dual Conversion Online UPS', 'rack_height': '3U', 'green_compliance_certificateauthority': 'RoHS'}"
219,APC APC Smart-UPS RT 3000VA Tower/Rack-mountable UPS,"{'product_line': 'Smart-UPS', 'form_factor': 'Tower/Rack Mountable', 'product_type': 'Dual Conversion Online UPS', 'rack_height': '3U', 'green_compliance_certificateauthority': 'RoHS'}"
220,MOOG Wheel Bearing/Hub Assembly-Frnt,{'part_number': 'FL1A'}
221,Geneva High Pile Machine Made Hand Carved Rugs - Grace,{'color': 'Multi-Colored'}
222,Geneva High Pile Machine Made Hand Carved Rugs - Grace,{'color': 'Multi-Colored'}
223,BILLABONG By And By Dress,"{'x-large': '13, 40, 17, 18, 15, 42, 19, 20'}"
224,1776 France Proof Gold Tribute Libertas Americana Medal,{'year': 'N/A'}
225,LIST YOUR BOAT FOR 30 DAYS FREE,"{'year': '2001', 'fuel_type': 'Gasoline', 'newused': 'Used'}"
226,422 West 20th Street,"{'bedrooms': '2', 'property_type': 'Condo', 'bathrooms': '1'}"
227,"Cutting Tip, SC","{'product_group': 'BISS', 'package_quantity': '1', 'where_to_buy': 'Amazon, Pricefalls', 'binding': 'Misc.'}"
228,"Cutting Tip, SC","{'product_group': 'BISS', 'package_quantity': '1', 'where_to_buy': 'Amazon, Pricefalls', 'binding': 'Misc.'}"
229,Garden Hand Polished Metal Transplanter,{'handle_material': 'Plastic'}
230,"Garmin Nuvi 2455LMT 4.3"" GPS W/ Lifetime Maps/Traffic - Refurbished","{'battery': 'rechargeable lithium-ion', 'waterproof': 'no'}"
231,Safco Flaunt Series Guest Chair,"{'base_color': 'Chrome', 'arms_included': 'Yes', 'quantity': '1 each'}"
232,"1625 Avenida Cristobal Colon APT 2, Santa Fe, NM 87501",{'more': 'More'}
233,"Colgate Sensitive Pro-Relief Toothpaste, 75ml","{'serving_size': '100 ml', 'date_first_available': '12 Nov. 2015'}"
234,x 12 pack Military MRE Camping Emergency Bibimbap Dried mixed rice 4 kind Korean,"{'ships_to': 'Worldwide,'}"
235,Tripp Lite Protect It! Surge Suppressor,"{'form_factor': 'External', 'warranty': 'Limited Lifetime Warranty', 'input_connectors': '1 x power NEMA 5-15'}"
236,"Dell E1916HV 18.5"" LED Backlight HD Clarity Monitor (Black)","{'color_support': '16.7 million colors', 'warranty_type': 'Local Supplier Warranty', 'backlight_technology': 'WLED', 'aspect_ratio': 'Widescreen'}"
237,"Intel Centrino Wireless-N 2230 Wifi & Bt Mini Pci-E Adapter With Single Antenna Set, 2230Bn.Hmwwb","{'label': 'Intel', 'studio': 'Intel', 'binding': 'Electronics', 'producttypename': 'NETWORKING_DEVICE', 'productgroup': 'PC Accessory'}"
238,Milo - Glass bathtub,"{'type': 'Freestanding', 'general_style': 'Contemporary', 'price': 'Get Price'}"
239,30'' Round Silver Metal Indoor-Outdoor Bar Height Table [CH-51090-40-SIL-GG],"{'width': ""30''W"", 'depth': ""30''D"", 'height': ""41''H""}"
240,Details about LG V20 - 64GB - Titan (Verizon) Smartphone,"{'lock_status': 'Network Locked', 'type': 'Smartphone', 'operating_system': 'Android', 'camera_resolution': '16.0MP', 'processor': 'Quad Core', 'network': 'Verizon', 'color': 'Gray'}"
241,Details about LG V20 - 64GB - Titan (Verizon) Smartphone,"{'lock_status': 'Network Locked', 'type': 'Smartphone', 'operating_system': 'Android', 'camera_resolution': '16.0MP', 'processor': 'Quad Core', 'network': 'Verizon', 'color': 'Gray'}"
242,"DELL LATITUDE 15 e5570 MINT CONDITION, TODAY ONLY~","{'for_sale_by': 'Owner', 'operating_system': 'Windows 7 Professional'}"
243,Putco Truck Bed Bulkhead Cap,"{'part_number': 'FL1A', 'color': 'Silver'}"
244,RD Credenza,"{'stain': 'Dark (Also available in Light, Medium)', 'general_style': 'Traditional', 'essential_properties': 'Handmade', 'price': 'Get Price'}"
245,Bali Patch Cotton Backpack (Indonesia),"{'product_features': 'Handmade', 'type': 'Backpacks', 'dimensions': 'See Details', 'color': 'Multi'}"
246,Bali Patch Cotton Backpack (Indonesia),"{'product_features': 'Handmade', 'type': 'Backpacks', 'dimensions': 'See Details', 'color': 'Multi'}"
247,Orzly Leather Wallet Flip Case for Motorola Moto G 3rd Gen - Black,"{'design_finish': 'Matte Patterned / Textured', 'colour': 'Black', 'model': 'Multifunctional'}"
248,The Great Math Tattle Battle,"{'grade_level': 'Preschool - 3', 'hardcover': '32 pages', 'age_range': '5 - 8 years'}"
249,Howard Elliott Collection Graphite Chiseled Metal Bottle,"{'assembly': 'No Assembly Required', 'usage': 'Interior Dry'}"
250,2017 Ford Mustang Shelby GT350 Coupe 2-Door,"{'fuel_type': 'Gas', 'engine': '8', 'model': 'Mustang', 'year': '2017', 'mileage': '10'}"
251,2003-2009 Audi A4 Convertible Wind Deflector Wind Screen Oem Part# 8h0 862 953 on 2040-parts.com,"{'refund_will_be_given_as': 'Money Back', 'item_must_be_returned_within': '14 Days'}"
252,"Durham Mfg.® Deep Shelf Bulk Truck RSC12-1830-2-95 - 36""L x 18""W 1200 Lb. Capacity","{'package_quantity': '1', 'color_finish': 'Gray', 'assembly': 'All-welded', 'shelf_quantity': '2', 'wheel_type': 'Polyurethane', 'construction': '12-gauge Steel'}"
253,"Borla Stainless 5"" Tip Cat-back Exhaust System 05-09 300, Charger, Magnum 5.7L",{'quantity': 'Sold as a kit.'}
254,"Lava X38 (2GB) (Blue, 8 GB) (2 GB RAM)","{'sim_type': 'Dual Sim', 'operating_system': 'Android Marshmallow 6', 'resolution_type': 'HD', 'expandable_storage': '32 GB', 'processor_core': 'Quad Core', 'color': 'Blue'}"
255,LED candle light,{'payment_condition': 'T/T'}
256,Two Light Mini Pendant/Wall Mount,"{'number_of_bulbs': '2', 'safety_rating': 'ETL', 'light_source': 'Incandescent', 'bulb_base': 'Candelabra'}"
257,Nika Green and Bei...,{'usage': 'Interior Dry'}
258,Nika Green and Bei...,{'usage': 'Interior Dry'}
259,Tadiran Batteries SL 760 PR AA Size 2200mAh Lithium Battery Cell 3.6V,{'battery_size': 'AA'}
260,Sublingual Tablets Manufacturer from India,{'product_type': 'Finished Product'}
261,2014 CHEVROLET TRAVERSE 2LT,"{'driver_vanity_mirror': 'Dual front impact airbags', 'air_conditioning': 'Electronic Stability Control', 'front_dual_zone_ac': 'Front fog lights', 'low_tire_pressure_warning': 'MP3 decoder', 'color': 'White', 'year': '2014', 'delay-off_headlights': 'Driver door bin', 'four_wheel_independent_suspension': 'Front anti-roll bar', 'power_steering': 'Power windows', 'dual_front_side_impact_airbags': 'Emergency communication system', 'occupant_sensing_airbag': 'Outside temperature display', 'engine': '3.6L V6 SIDI', 'drive_type': 'ALL WHEEL', 'trip_computer': 'Turn signal indicator mirrors', 'front_reading_lights': 'Fully automatic headlights', 'power_door_mirrors': 'Power driver seat', 'speed_control': 'Speed-sensing steering', 'transmission': 'AUTOMATIC', 'tilt_steering_wheel': 'Traction control'}"
262,Peugeot RCZ THP GT (2010),"{'technical': 'Emissions159 (g/km)', 'interior': 'Seats4', 'previous_owners': '1', 'fuel': 'TypePetrol, Economy40.9 mpg', 'exterior': 'Doors2, ColourBlue, Body typeCoupe'}"
263,Inside Out Pyjamas - Anger,{'colour': 'Multicoloured'}
264,Honey-Can-Do Travel Duffel,"{'share': '0', 'colour': 'Black'}"
265,Honey-Can-Do Travel Duffel,"{'share': '0', 'colour': 'Black'}"
